GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
com.syntifi.near:near-java-api,com.syntifi.near.api.model.accesskey,AccessKeyChange,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.accesskey,AccessKeyChanges,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.accesskey,AccessKeyList,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.accesskey,AccessKey,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.accesskey,AccessKeyListItem,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.transaction,TransactionAwait,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.transaction,Receipt,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.transaction,TransferAction,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.transaction,GasProfile,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.transaction,ReceiptAction,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.transaction,ReceiptData,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.transaction,CostType,0,264,0,0,0,27,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.transaction,Metadata,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.transaction,TransactionOutcome,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.transaction,Outcome,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.transaction,SuccessValueStatus,0,6,0,0,0,3,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.transaction,Proof,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.transaction,FunctionCallAction,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.transaction,SuccessReceiptIdStatus,0,6,0,0,0,3,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.transaction,ReceiptOutcome,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.transaction,TransactionStatus,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.transaction,Proof.Direction,0,34,0,0,0,6,0,2,0,2
com.syntifi.near:near-java-api,com.syntifi.near.api.model.transaction,Transaction,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.service.exception,NearServiceException,0,35,0,0,0,6,0,2,0,2
com.syntifi.near:near-java-api,com.syntifi.near.api.service.exception,NearServiceExceptionResolver,0,37,0,0,0,7,0,3,0,3
com.syntifi.near:near-java-api,com.syntifi.near.api.model.identifier,Finality,0,37,0,0,0,6,0,3,0,3
com.syntifi.near:near-java-api,com.syntifi.near.api.jackson.resolver,PermissionResolver,0,14,0,0,0,2,0,2,0,2
com.syntifi.near:near-java-api,com.syntifi.near.api.model.contract,ContractState,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.contract,ContractStateChangeDetails,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.contract,ContractCodeChanges,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.contract,ContractStateChanges,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.contract,ContractStateChange,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.contract,ContractCodeChangeDetails,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.contract,ContractCode,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.contract,ContractStateDetails,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.contract,ContractFunctionCallResult,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.contract,ContractCodeChange,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.account,AccountChange,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.account,AccountChangeDetails,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.account,AccountChanges,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.account,Account,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.common,ChangeCause,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.protocol,AccountCreationConfig,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.protocol,ShardLayout.V0,0,6,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.protocol,SimpleNightShadeShardLayout.V1,0,6,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.protocol,RuntimeConfig,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.protocol,StorageUsageConfig,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.protocol,SimpleNightShadeShardLayout,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.protocol,ProtocolConfig,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.protocol,Cost,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.protocol,ExtCosts,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.protocol,ActionCreationConfig,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.protocol,WasmConfig,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.protocol,ShardLayout,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.protocol,TransactionCosts,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.protocol,GenesisConfig,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.protocol,AddKeyCost,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.protocol,DataReceiptCreationConfig,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.model.protocol,LimitConfig,0,3,0,0,0,1,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.service,NearService,0,42,0,0,0,6,0,1,0,1
com.syntifi.near:near-java-api,com.syntifi.near.api.service,NearObjectMapper,0,17,0,0,0,6,0,1,0,1
